node1,node2,rel
26077,2225,0
26078,2139,0
26079,369,0
26079,370,0
26079,973,0
26080,567,0
26080,1138,0
26081,264,0
26081,331,0
26081,1481,0
26081,1945,0
26082,1034,0
26082,1891,0
26083,629,0
26084,221,0
26084,624,0
26084,2322,0
26085,33,0
26085,764,0
26085,968,0
26085,1739,0
26086,1700,0
26087,925,0
26087,1746,0
26088,2234,0
26089,106,0
26090,202,0
26091,2215,0
26092,2267,0
26093,106,0
26093,1515,0
26093,1550,0
26093,1841,0
26094,737,0
26095,1592,0
26095,2185,0
26096,162,0
26097,750,0
26097,1325,0
26097,2365,0
26097,2415,0
26098,2235,0
26099,1952,0
26100,1245,0
26101,1373,0
26102,979,0
26103,1384,0
26104,307,0
26104,1472,0
26105,548,0
26105,1217,0
26106,1110,0
26107,1148,0
26107,1362,0
26107,1459,0
26107,1581,0
26108,1147,0
26108,2218,0
26109,1169,0
26110,290,0
26111,2179,0
26112,129,0
26113,327,0
26113,738,0
26113,981,0
26113,1637,0
26114,1628,0
26115,1030,0
26116,548,0
26117,2394,0
26118,1244,0
26118,1344,0
26118,2283,0
26119,1814,0
26120,539,0
26121,2297,0
26122,910,0
26122,911,0
26122,913,0
26123,1228,0
26124,2179,0
26125,872,0
26126,1087,0
26126,1273,0
26126,2222,0
26126,2250,0
26127,1200,0
26128,991,0
26128,2361,0
26129,589,0
26129,2439,0
26130,1061,0
26131,1001,0
26131,1672,0
26132,1520,0
26132,2162,0
26132,2208,0
26133,423,0
26133,723,0
26134,641,0
26134,1740,0
26135,697,0
26135,2315,0
26136,1765,0
26136,2417,0
26137,1289,0
26138,1056,0
26138,1549,0
26138,2002,0
26138,2360,0
26139,1090,0
26140,1932,0
26140,1995,0
26141,577,0
26141,688,0
26142,625,0
26142,1901,0
26143,592,0
26143,593,0
26144,1034,0
26145,2386,0
26146,319,0
26146,1025,0
26147,1831,0
26148,619,0
26149,234,0
26149,1621,0
26149,2438,0
26150,1595,0
26151,577,0
26151,1065,0
26151,1658,0
26152,628,0
26152,2443,0
26152,2444,0
26153,576,0
26153,689,0
26153,1319,0
26153,1848,0
26154,1017,0
26154,1638,0
26154,1931,0
26155,1056,0
26155,1549,0
26155,2002,0
26156,1497,0
26157,561,0
26157,562,0
26158,1901,0
26159,1082,0
26160,1158,0
26161,886,0
26162,599,0
26162,663,0
26163,286,0
26163,2434,0
26163,2441,0
26164,624,0
26164,2116,0
26165,1462,0
26166,1117,0
26167,681,0
26167,1906,0
26168,220,0
26168,1101,0
26169,1070,0
26170,577,0
26170,578,0
26170,688,0
26171,1734,0
26171,2208,0
26172,259,0
26173,95,0
26174,541,0
26174,1952,0
26175,1613,0
26176,775,0
26176,2433,0
26177,1856,0
26178,2128,0
26179,19,0
26179,62,0
26180,1397,0
26181,1279,0
26182,514,0
26183,492,0
26183,506,0
26184,514,0
26185,1241,0
26186,50,0
26186,204,0
26187,2395,0
26188,375,0
26188,377,0
26189,745,0
26190,2225,0
26191,731,0
26192,1842,0
26193,741,0
26194,1851,0
26195,375,0
26195,1812,0
26196,1812,0
26197,1851,0
26198,998,0
26199,1509,0
26200,706,0
26201,449,0
26202,2458,0
26203,1812,0
26204,1297,0
26205,25,0
26206,1571,0
26207,1292,0
26208,889,0
26209,747,0
26209,1461,0
26210,969,0
26210,1338,0
26211,1946,0
26212,2460,0
26213,122,0
26214,74,0
26215,1851,0
26216,1739,0
26217,746,0
26218,1184,0
26218,1248,0
26218,1331,0
26218,1337,0
26219,451,0
26220,2182,0
26220,2183,0
26221,1066,0
26222,658,0
26222,2079,0
26222,2081,0
26223,1012,0
26223,1059,0
26223,1124,0
26224,319,0
26224,705,0
26224,1025,0
26224,1026,0
26224,1329,0
26225,1124,0
26225,1653,0
26225,1831,0
26225,2156,0
26225,2361,0
26226,667,0
26226,2407,0
26227,286,0
26227,1288,0
26227,1311,0
26227,1782,0
26228,835,0
26228,1953,0
26229,293,0
26230,852,0
26230,1890,0
26231,1200,0
26232,2417,0
26233,393,0
26234,1309,0
26234,1909,0
26234,2262,0
26235,319,0
26235,450,0
26235,603,0
26236,639,0
26237,369,0
26238,582,0
26239,345,0
26239,722,0
26239,1040,0
26239,2459,0
26240,281,0
26240,989,0
26241,319,0
26241,345,0
26242,686,0
26242,687,0
26242,1542,0
26242,1543,0
26243,378,0
26243,1289,0
26244,656,0
26244,1513,0
26244,1889,0
26245,1057,0
26246,1091,0
26246,1168,0
26247,345,0
26248,1428,0
26249,264,0
26249,1045,0
26249,1176,0
26249,1995,0
26250,1040,0
26250,1078,0
26250,1088,0
26250,2450,0
26251,656,0
26251,702,0
26252,303,0
26252,1887,0
26253,577,0
26253,2021,0
26254,393,0
26254,634,0
26254,1826,0
26255,1095,0
26256,2053,0
26257,1908,0
26258,976,0
26258,1927,0
26259,476,0
26259,1768,0
26260,640,0
26260,722,0
26260,1916,0
26261,319,0
26261,978,0
26261,990,0
26261,1091,0
26262,679,0
26262,1040,0
26262,1041,0
26263,616,0
26264,583,0
26264,585,0
26265,2329,0
26265,2330,0
26266,645,0
26267,599,0
26267,2253,0
26267,2372,0
26268,1910,0
26269,1200,0
26270,1039,0
26270,1513,0
26271,281,0
26271,1044,0
26272,361,0
26272,979,0
26272,1364,0
26273,1090,0
26274,1194,0
26275,699,0
26275,2012,0
26276,224,0
26276,413,0
26276,2007,0
26277,1836,0
26278,222,0
26278,626,0
26278,1107,0
26278,1752,0
26279,1866,0
26279,2382,0
26280,561,0
26280,1899,0
26280,2249,0
26281,1179,0
26281,1758,0
26282,589,0
26282,644,0
26282,2439,0
26283,424,0
26283,937,0
26283,1074,0
26283,1138,0
26284,1901,0
26285,615,0
26286,640,0
26286,1074,0
26286,1138,0
26287,601,0
26287,2049,0
26287,2371,0
26288,1168,0
26288,2382,0
26289,2362,0
26290,310,0
26291,1034,0
26291,1289,0
26291,2243,0
26292,630,0
26292,1040,0
26292,2408,0
26292,2450,0
26293,2376,0
26294,1289,0
26295,626,0
26295,1107,0
26296,673,0
26297,1904,0
26298,221,0
26298,2322,0
26299,934,0
26299,1065,0
26299,2114,0
26299,2263,0
26300,365,0
26300,366,0
26301,310,0
26302,697,0
26302,1120,0
26303,672,0
26303,673,0
26304,323,0
26304,562,0
26305,233,0
26305,1086,0
26305,1995,0
26306,1622,0
26306,1884,0
26307,1168,0
26307,2019,0
26308,1013,0
26309,640,0
26309,642,0
26309,1516,0
26310,1061,0
26311,1071,0
26312,1158,0
26313,1037,0
26313,1048,0
26313,1549,0
26314,2227,0
26315,235,0
26315,1644,0
26316,1366,0
26316,1367,0
26317,1289,0
26318,895,0
26319,2437,0
26320,221,0
26320,222,0
26321,1622,0
26321,1623,0
26321,1624,0
26322,1908,0
26323,706,0
26323,976,0
26323,1927,0
26324,1041,0
26324,1078,0
26324,2361,0
26324,2408,0
26325,2360,0
26326,1063,0
26327,379,0
26328,241,0
26329,1196,0
26329,1900,0
26330,1884,0
26331,697,0
26331,1070,0
26331,1080,0
26332,1103,0
26333,561,0
26333,820,0
26334,1528,0
26334,1740,0
26335,52,0
26336,1489,0
26337,1004,0
26337,1005,0
26337,1006,0
26337,1689,0
26338,2244,0
26339,238,0
26339,603,0
26339,640,0
26339,1012,0
26340,278,0
26341,1054,0
26342,599,0
26343,352,0
26343,379,0
26344,383,0
26344,384,0
26345,1176,0
26345,1779,0
26346,589,0
26347,426,0
26347,1723,0
26348,599,0
26348,696,0
26349,2437,0
26350,1075,0
26351,126,0
26351,2149,0
26351,2334,0
26352,830,0
26352,1326,0
26353,2203,0
26354,149,0
26355,1402,0
26355,1605,0
26356,1714,0
26357,856,0
26357,2066,0
26358,809,0
26359,218,0
26359,1605,0
26359,1874,0
26360,2123,0
26361,777,0
26362,768,0
26363,773,0
26363,1754,0
26364,1761,0
26365,1285,0
26365,1865,0
26366,850,0
26366,1433,0
26366,1604,0
26366,1747,0
26367,1612,0
26367,2068,0
26367,2071,0
26368,2199,0
26369,815,0
26370,850,0
26370,2188,0
26371,856,0
26371,2066,0
26372,819,0
26372,820,0
26372,843,0
26373,324,0
26373,524,0
26373,787,0
26373,808,0
26373,866,0
26374,125,0
26375,1613,0
26376,2135,0
26377,1755,0
26378,829,0
26379,525,0
26380,149,0
26381,1327,0
26382,1941,0
26383,1171,0
26384,949,0
26385,286,0
26385,2003,0
26386,1589,0
26386,2054,0
26386,2055,0
26387,1297,0
26388,1571,0
26388,1851,0
26389,2323,0
26390,1061,0
26391,1067,0
26392,1950,0
26393,1209,0
26394,1571,0
26395,2109,0
26396,2210,0
26397,1571,0
26398,949,0
26398,2351,0
26399,1313,0
26399,1314,0
26399,1315,0
26400,1297,0
26401,133,0
26402,1842,0
26403,1572,0
26404,448,0
26405,1572,0
26406,125,0
26406,536,0
26407,866,0
26408,1304,0
26409,288,0
26410,3,0
26410,5,0
26411,424,0
26411,425,0
26411,2075,0
26412,31,0
26412,1122,0
26413,760,0
26414,931,0
26415,705,0
26415,1112,0
26416,1636,0
26417,108,0
26418,327,0
26418,463,0
26419,448,0
26420,329,0
26421,876,0
26421,877,0
26422,1288,0
26423,757,0
26424,1952,0
26425,379,0
26426,1833,0
26426,2396,0
26427,379,0
26427,1952,0
26428,1466,0
26429,550,0
26430,328,0
26431,1786,0
26432,741,0
26433,407,0
26433,745,0
26434,744,0
26435,4,0
26436,367,0
26437,731,0
26438,746,0
26439,739,0
26439,1277,0
26440,735,0
26441,731,0
26441,2005,0
26442,731,0
26443,344,0
26443,567,0
26444,1647,0
26445,554,0
26446,2469,0
26447,430,0
26448,760,0
26449,2469,0
26450,327,0
26451,24,0
26452,706,0
26453,738,0
26454,2469,0
26455,2469,0
26456,1563,0
26457,1778,0
26457,2117,0
26458,328,0
26459,105,0
26460,753,0
26460,1486,0
26461,744,0
26462,1461,0
26463,2452,0
26464,1461,0
26465,550,0
26466,376,0
26467,731,0
26468,2469,0
26469,757,0
26470,1277,0
26471,240,0
26471,335,0
26472,2005,0
26473,2460,0
26474,751,0
26475,327,0
26476,2117,0
26477,311,0
26478,565,0
26479,240,0
26480,1297,0
26481,1665,0
26482,1525,0
26483,1455,0
26483,2469,0
26484,2016,0
26485,1297,0
26486,1599,0
26487,190,0
26488,469,0
26489,1778,0
26490,444,0
26491,374,0
26492,1719,0
26493,1256,0
26494,37,0
26495,158,0
26496,147,0
26497,940,0
26498,760,0
26498,956,0
26499,210,0
26500,150,0
26501,174,0
26502,181,0
26503,219,0
26504,132,0
26505,2173,0
26506,163,0
26506,165,0
26507,1246,0
26507,1560,0
26508,1352,0
26509,511,0
26510,151,0
26511,191,0
26511,1803,0
26512,174,0
26513,77,0
26514,151,0
26515,1865,0
26516,109,0
26517,392,0
26517,1579,0
26518,3,0
26518,319,0
26519,266,0
26519,954,0
26520,1511,0
26521,1004,0
26521,1689,0
26521,1697,0
26521,2448,0
26522,238,0
26522,393,0
26523,369,0
26523,370,0
26523,1545,0
26524,852,0
26524,1700,0
26525,1200,0
26526,1881,0
26527,534,0
26527,1339,0
26528,238,0
26528,393,0
26529,1899,0
26530,319,0
26530,345,0
26531,2081,0
26532,1118,0
26533,2244,0
26534,132,0
26535,153,0
26535,163,0
26536,129,0
26536,1349,0
26537,1424,0
26538,925,0
26539,826,0
26540,793,0
26541,1127,0
26542,2149,0
26542,2334,0
26543,1601,0
26544,806,0
26545,2197,0
26546,1453,0
26546,2121,0
26547,839,0
26547,840,0
26548,2121,0
26549,831,0
26549,1747,0
26550,2079,0
26551,699,0
26551,1114,0
26552,264,0
26552,737,0
26552,1100,0
26552,1176,0
26553,1117,0
26554,383,0
26554,644,0
26554,1575,0
26555,369,0
26555,370,0
26555,1080,0
26556,678,0
26556,679,0
26556,1060,0
26557,1037,0
26558,264,0
26558,616,0
26558,1945,0
26559,375,0
26559,839,0
26559,2017,0
26560,1269,0
26560,1881,0
26561,1075,0
26562,375,0
26562,2017,0
26562,2220,0
26563,697,0
26563,1070,0
26563,2315,0
26564,1187,0
26565,1152,0
26566,561,0
26566,619,0
26566,1044,0
26567,269,0
26567,2384,0
26568,330,0
26569,1154,0
26570,345,0
26570,1574,0
26570,2168,0
26570,2169,0
26571,2020,0
26572,1872,0
26573,672,0
26574,1075,0
26574,1768,0
26574,2377,0
26575,1063,0
26576,1152,0
26576,1892,0
26577,697,0
26577,1080,0
26578,1578,0
26579,450,0
26579,1101,0
26579,1819,0
26580,286,0
26581,681,0
26581,694,0
26582,694,0
26583,923,0
26583,2332,0
26584,697,0
26584,1859,0
26585,1017,0
26585,1073,0
26585,1638,0
26585,1932,0
26586,2143,0
26587,264,0
26587,330,0
26587,1481,0
26588,319,0
26588,978,0
26589,597,0
26589,1041,0
26589,2080,0
26590,1063,0
26591,2053,0
26592,1034,0
26593,369,0
26593,464,0
26593,2368,0
26594,233,0
26594,2428,0
26595,633,0
26595,1031,0
26595,1797,0
26596,241,0
26596,291,0
26596,2247,0
26597,672,0
26598,617,0
26598,618,0
26599,2425,0
26600,656,0
26600,1465,0
26601,443,0
26601,561,0
26601,1121,0
26601,1132,0
26601,1596,0
26601,1936,0
26602,1339,0
26603,426,0
26603,1871,0
26604,1163,0
26605,369,0
26605,370,0
26606,1908,0
26607,337,0
26608,1402,0
26608,2376,0
26609,286,0
26609,1030,0
26610,678,0
26610,680,0
26611,683,0
26611,694,0
26611,1038,0
26612,2081,0
26613,1289,0
26614,2145,0
26615,1118,0
26616,599,0
26616,1866,0
26617,681,0
26617,1906,0
26617,2116,0
26617,2243,0
26618,1035,0
26619,1872,0
26620,616,0
26620,697,0
26621,620,0
26622,286,0
26622,645,0
26623,733,0
26624,590,0
26624,643,0
26624,1653,0
26625,655,0
26626,1982,0
26627,221,0
26627,1168,0
26628,627,0
26629,1091,0
26629,2114,0
26630,300,0
26630,2011,0
26631,943,0
26632,1909,0
26632,2262,0
26633,1481,0
26633,2328,0
26634,2243,0
26635,606,0
26635,1289,0
26636,106,0
26636,1829,0
26636,1830,0
26637,2295,0
26638,2164,0
26639,496,0
26640,2186,0
26641,2301,0
26641,2464,0
26642,754,0
26643,2035,0
26644,2396,0
26645,355,0
26645,357,0
26645,1572,0
26646,447,0
26647,330,0
26647,639,0
26647,1843,0
26648,1306,0
26649,167,0
26650,1227,0
26650,2212,0
26651,2292,0
26652,2212,0
26653,1484,0
26654,565,0
26654,1719,0
26654,1720,0
26655,95,0
26655,215,0
26655,2290,0
26656,432,0
26656,1301,0
26657,1738,0
26658,1845,0
26659,1369,0
26660,2010,0
26661,1847,0
26662,1808,0
26663,2264,0
26664,501,0
26665,93,0
26666,1346,0
26667,2187,0
26668,3,0
26668,463,0
26668,999,0
26669,1587,0
26669,1652,0
26670,1258,0
26671,1027,0
26672,209,0
26673,200,0
26674,1563,0
26675,1244,0
26676,250,0
26677,2294,0
26678,1587,0
26678,1652,0
26679,1244,0
26679,2283,0
26680,40,0
26680,999,0
26681,306,0
26682,201,0
26682,2268,0
26683,1104,0
26683,1527,0
26684,1802,0
26685,49,0
26686,2086,0
26687,1245,0
26687,1874,0
26687,2272,0
26688,78,0
26688,1861,0
26689,2025,0
26690,346,0
26691,201,0
26692,394,0
26692,1368,0
26693,1178,0
26694,956,0
26695,1563,0
26696,105,0
26696,107,0
26696,144,0
26697,568,0
26698,1058,0
26699,395,0
26699,397,0
26699,404,0
26700,1247,0
26701,2465,0
26702,999,0
26703,1058,0
26704,152,0
26704,187,0
26705,79,0
26705,394,0
26705,1368,0
26706,762,0
26707,981,0
26707,1988,0
26707,2239,0
26708,27,0
26709,744,0
26710,236,0
26710,541,0
26710,549,0
26711,217,0
26712,14,0
26713,1806,0
26713,2354,0
26714,957,0
26714,1004,0
26714,1689,0
26715,2222,0
26716,994,0
26716,2353,0
26717,229,0
26717,319,0
26717,320,0
26718,110,0
26718,1215,0
26719,1559,0
26719,1795,0
26720,160,0
26721,1153,0
26722,236,0
26722,237,0
26723,3,0
26723,303,0
26723,394,0
26724,102,0
26724,1023,0
26724,1261,0
26725,466,0
26726,1954,0
26726,2246,0
26727,1183,0
26728,951,0
26728,1998,0
26729,96,0
26729,2157,0
26730,1809,0
26730,2167,0
26731,134,0
26731,985,0
26731,986,0
26732,1235,0
26733,2005,0
26734,942,0
26735,2165,0
26735,2457,0
26736,2340,0
26737,17,0
26738,1659,0
26738,1994,0
26739,1212,0
26740,767,0
26740,905,0
26741,1373,0
26741,1508,0
26741,1660,0
26742,1589,0
26742,2054,0
26742,2055,0
26743,2343,0
26744,142,0
26744,1678,0
26745,501,0
26745,1246,0
26746,1010,0
26746,1700,0
26747,38,0
26748,91,0
26749,215,0
26750,2448,0
26751,1024,0
26752,674,0
26752,675,0
26753,2299,0
26754,105,0
26754,135,0
26754,1342,0
26755,51,0
26756,1753,0
26757,994,0
26758,476,0
26758,1506,0
26759,853,0
26760,1669,0
26761,128,0
26761,1140,0
26761,2166,0
26762,2103,0
26763,2119,0
26764,2042,0
26765,2400,0
26766,37,0
26767,1568,0
26767,1651,0
26767,2099,0
26768,123,0
26768,1633,0
26769,963,0
26770,2210,0
26771,1349,0
26772,1656,0
26772,2370,0
26773,946,0
26773,2460,0
26774,1024,0
26775,192,0
26776,513,0
26776,1269,0
26777,321,0
26777,1347,0
26777,1348,0
26778,307,0
26778,308,0
26779,2103,0
26780,2353,0
26781,1559,0
26782,1660,0
26783,172,0
26783,1837,0
26784,2447,0
26785,651,0
26786,199,0
26787,1004,0
26787,1689,0
26787,2182,0
26787,2183,0
26788,1576,0
26789,286,0
26790,42,0
26791,878,0
26791,1532,0
26792,2181,0
26793,1178,0
26794,607,0
26794,966,0
26795,2181,0
26796,14,0
26797,2165,0
26797,2457,0
26798,19,0
26799,456,0
26799,946,0
26800,1212,0
26801,139,0
26802,2354,0
26803,2165,0
26803,2457,0
26804,476,0
26804,1506,0
26805,210,0
26806,1985,0
26806,2353,0
26807,1678,0
26807,2352,0
26808,1218,0
26808,1568,0
26809,997,0
26810,1218,0
26811,994,0
26812,58,0
26812,759,0
26813,122,0
26813,286,0
26813,1680,0
26814,319,0
26814,705,0
26814,884,0
26814,1169,0
26815,317,0
26816,1996,0
26816,2328,0
26817,566,0
26818,379,0
26818,529,0
26818,1428,0
26818,2012,0
26819,2246,0
26820,295,0
26820,525,0
26820,1928,0
26821,711,0
26822,943,0
26822,1179,0
26823,2244,0
26823,2245,0
26824,369,0
26824,370,0
26825,588,0
26826,2025,0
26827,577,0
26827,1189,0
26828,414,0
26828,607,0
26829,1929,0
26830,667,0
26830,1275,0
26830,2407,0
26831,1118,0
26832,1049,0
26833,601,0
26833,640,0
26833,2049,0
26833,2371,0
26834,1187,0
26834,1402,0
26835,286,0
26835,1121,0
26836,286,0
26837,1083,0
26838,408,0
26839,601,0
26839,640,0
26839,1066,0
26840,588,0
26841,1269,0
26842,1034,0
26843,1065,0
26844,676,0
26845,1477,0
26846,2231,0
26847,225,0
26847,238,0
26847,991,0
26847,2053,0
26848,1212,0
26849,945,0
26850,1934,0
26851,1049,0
26852,2089,0
26853,264,0
26853,330,0
26853,331,0
26853,1045,0
26854,653,0
26855,659,0
26856,1886,0
26857,443,0
26857,843,0
26857,1752,0
26858,1840,0
26859,601,0
26860,671,0
26860,2392,0
26861,2053,0
26862,45,0
26862,295,0
26862,525,0
26862,1483,0
26862,1631,0
26863,1074,0
26863,1138,0
26863,1570,0
26864,294,0
26865,221,0
26865,990,0
26865,1168,0
26866,1503,0
26866,2253,0
26867,943,0
26867,2262,0
26868,2008,0
26869,2012,0
26870,1881,0
26871,1534,0
26872,943,0
26873,1535,0
26874,1701,0
26875,1992,0
26876,2012,0
26877,529,0
26878,78,0
26878,319,0
26878,717,0
26878,1347,0
26879,1179,0
26880,943,0
26880,990,0
26881,359,0
26881,360,0
26881,1040,0
26881,1096,0
26881,1124,0
26882,1634,0
26882,2363,0
26883,819,0
26884,1511,0
26884,1883,0
26885,1497,0
26886,409,0
26887,290,0
26887,1989,0
26888,1896,0
26889,1289,0
26889,2243,0
26890,1118,0
26891,853,0
26892,1063,0
26892,1723,0
26892,1933,0
26893,946,0
26893,1022,0
26893,2329,0
26894,2359,0
26895,592,0
26896,1164,0
26897,224,0
26898,599,0
26899,535,0
26899,2258,0
26900,1289,0
26901,379,0
26901,683,0
26902,1289,0
26903,1046,0
26904,354,0
26904,1109,0
26904,1595,0
26904,2159,0
26905,1881,0
26905,2248,0
26906,278,0
26907,379,0
26908,711,0
26909,238,0
26909,393,0
26910,2281,0
26911,1137,0
26911,2251,0
26912,955,0
26913,1230,0
26914,184,0
26914,1083,0
26914,1085,0
26914,2221,0
26915,694,0
26915,2050,0
26916,1983,0
26917,2129,0
26918,1987,0
26919,84,0
26919,290,0
26919,2107,0
26920,319,0
26920,345,0
26921,1402,0
26922,522,0
26923,968,0
26923,996,0
26923,1739,0
26923,2214,0
26924,319,0
26924,450,0
26925,286,0
26926,330,0
26926,1139,0
26927,899,0
26927,1794,0
26928,392,0
26928,2302,0
26929,288,0
26930,1158,0
26931,409,0
26932,94,0
26933,1180,0
26934,144,0
26934,319,0
26934,450,0
26934,603,0
26934,991,0
26934,1169,0
26934,2184,0
26935,1318,0
26935,1484,0
26935,2093,0
26936,47,0
26937,225,0
26938,1010,0
26938,1186,0
26939,109,0
26940,1774,0
26941,1785,0
26942,624,0
26942,1168,0
26942,1768,0
26943,607,0
26944,118,0
26944,727,0
26945,360,0
26945,391,0
26946,253,0
26946,550,0
26947,431,0
26947,1192,0
26948,1061,0
26949,1050,0
26950,364,0
26951,220,0
26951,1137,0
26951,2251,0
26951,2372,0
26952,363,0
26952,573,0
26953,592,0
26953,621,0
26954,3,0
26954,601,0
26954,1173,0
26955,680,0
26955,2088,0
26956,2182,0
26956,2183,0
26957,1886,0
26958,595,0
26959,1312,0
26960,238,0
26960,295,0
26960,1483,0
26961,566,0
26962,582,0
26963,692,0
26963,936,0
26964,1514,0
26965,359,0
26965,360,0
26966,936,0
26966,1926,0
26967,1883,0
26968,2165,0
26969,294,0
26970,659,0
26970,1096,0
26971,384,0
26972,582,0
26972,583,0
26972,585,0
26972,623,0
26972,1888,0
26973,352,0
26973,2082,0
26974,374,0
26975,1107,0
26976,279,0
26976,638,0
26976,1915,0
26977,600,0
26977,2442,0
26978,1090,0
26979,270,0
26980,630,0
26980,694,0
26980,1080,0
26981,1894,0
26982,1489,0
26983,1063,0
26984,345,0
26984,622,0
26985,1007,0
26985,1659,0
26985,1940,0
26985,2344,0
26986,1912,0
26987,1057,0
26988,657,0
26989,281,0
26989,989,0
26989,1166,0
26990,1591,0
26991,529,0
26991,530,0
26991,2373,0
26992,686,0
26993,233,0
26994,2048,0
26995,281,0
26995,989,0
26996,635,0
26997,1743,0
26998,230,0
26999,681,0
26999,1906,0
27000,1096,0
27001,1152,0
27002,257,0
27002,1287,0
27003,225,0
27004,286,0
27005,362,0
27005,865,0
27006,687,0
27007,589,0
27008,362,0
27009,694,0
27010,414,0
27010,1050,0
27010,2252,0
27011,238,0
27011,991,0
27012,635,0
27013,599,0
27014,1885,0
27015,694,0
27016,1659,0
27017,393,0
27018,1884,0
27019,599,0
27019,1886,0
27020,1886,0
27021,1936,0
27022,529,0
27023,379,0
27024,619,0
27024,976,0
27024,1168,0
27025,651,0
27025,2317,0
27026,1013,0
27026,1663,0
27026,1664,0
27027,2053,0
27028,638,0
27028,1915,0
27029,1622,0
27030,369,0
27030,370,0
27031,1829,0
27031,1830,0
27032,414,0
27032,681,0
27032,1906,0
27033,936,0
27034,1938,0
27034,1939,0
27035,1938,0
27035,1939,0
27036,234,0
27036,1621,0
27037,1035,0
27038,908,0
27039,946,0
27040,1340,0
27041,331,0
27041,466,0
27041,1081,0
27042,762,0
27043,1591,0
27044,363,0
27045,2337,0
27046,1229,0
27047,853,0
27047,854,0
27047,1477,0
27047,1890,0
27047,2313,0
27048,1034,0
27048,1057,0
27048,1289,0
27048,1871,0
27048,2406,0
27049,959,0
27049,1775,0
27049,2310,0
27050,631,0
27051,278,0
27051,561,0
27051,562,0
27052,613,0
27053,220,0
27054,264,0
27054,1045,0
27054,1176,0
27054,1995,0
27055,1881,0
27056,628,0
27057,1402,0
27058,271,0
27058,379,0
27058,902,0
27058,1621,0
27058,2044,0
27059,369,0
27059,370,0
27059,973,0
27060,566,0
27061,718,0
27061,1124,0
27061,1831,0
27061,2156,0
27061,2361,0
27062,1611,0
27063,4,0
27063,333,0
27063,334,0
27064,1138,0
27064,2427,0
27065,248,0
27066,1363,0
27066,2025,0
27066,2026,0
27066,2397,0
27067,2010,0
27068,2371,0
27069,2044,0
27070,450,0
27070,1990,0
27071,603,0
27071,640,0
27071,642,0
27072,250,0
27072,319,0
27072,450,0
27072,1113,0
27073,1061,0
27074,641,0
27075,2227,0
27075,2428,0
27076,384,0
27077,230,0
27078,1013,0
27078,1663,0
27078,1664,0
27079,376,0
27080,2260,0
27081,651,0
27082,1065,0
27082,2156,0
27083,138,0
27083,1341,0
27084,1881,0
27085,2318,0
27086,706,0
27086,1040,0
27086,1927,0
27086,2450,0
27087,426,0
27087,1653,0
27087,1810,0
27087,2412,0
27088,688,0
27088,2256,0
27089,1875,0
27089,2076,0
27090,599,0
27091,2021,0
27092,427,0
27093,2370,0
27094,359,0
27094,391,0
27094,1292,0
27095,1097,0
27095,1284,0
27096,630,0
27096,863,0
27097,561,0
27097,2208,0
27098,1904,0
27099,865,0
27100,426,0
27100,1871,0
27101,1937,0
27101,1939,0
27102,264,0
27102,1045,0
27103,1120,0
27103,2314,0
27104,907,0
27104,1090,0
27105,1196,0
27105,1900,0
27105,2316,0
27106,1289,0
27106,1826,0
27106,2014,0
27107,1904,0
27108,264,0
27108,1045,0
27108,1100,0
27108,1176,0
27108,1995,0
27109,369,0
27109,370,0
27110,697,0
27111,1062,0
27111,2327,0
27112,1041,0
27112,2408,0
27113,286,0
27113,1123,0
27114,1378,0
27114,1392,0
27114,1407,0
27114,1415,0
27115,591,0
27116,711,0
27117,561,0
27117,562,0
27118,1765,0
27119,633,0
27119,1031,0
27120,291,0
27120,976,0
27120,2324,0
27120,2409,0
27121,692,0
27121,886,0
27122,1090,0
27123,278,0
27124,1092,0
27125,600,0
27125,1727,0
27126,622,0
27127,606,0
27127,2326,0
27128,2261,0
27128,2407,0
27129,561,0
27129,1121,0
27129,1936,0
27130,706,0
27130,976,0
27130,1927,0
27131,1900,0
27132,1621,0
27133,330,0
27134,375,0
27134,1360,0
27134,2017,0
27135,1087,0
27136,2151,0
27137,589,0
27137,2320,0
27138,1093,0
27138,2366,0
27139,238,0
27139,249,0
27139,688,0
27140,593,0
27141,2449,0
27142,319,0
27142,706,0
27142,1027,0
27142,1113,0
27143,1483,0
27143,1996,0
27143,2328,0
27144,934,0
27144,1360,0
27145,2159,0
27146,1034,0
27146,1289,0
27146,2014,0
27146,2311,0
27146,2406,0
27147,1831,0
27148,426,0
27148,721,0
27148,2404,0
27149,1048,0
27149,2162,0
27149,2208,0
27150,895,0
27150,1536,0
27150,2020,0
27150,2368,0
27150,2428,0
27151,1289,0
27151,2406,0
27152,1038,0
27153,1044,0
27154,561,0
27154,562,0
27155,322,0
27156,369,0
27156,370,0
27157,428,0
27158,2091,0
27159,978,0
27159,990,0
27159,1168,0
27160,1743,0
27161,640,0
27161,722,0
27161,1460,0
27162,1044,0
27163,683,0
27164,1095,0
27164,1871,0
27164,2308,0
27165,616,0
27166,1176,0
27166,1779,0
27167,2243,0
27168,628,0
27169,225,0
27170,443,0
27170,561,0
27170,685,0
27170,1665,0
27171,319,0
27171,329,0
27171,707,0
27171,978,0
27172,589,0
27172,2320,0
27173,1742,0
27173,1946,0
27174,1162,0
27174,1748,0
27175,620,0
27176,1075,0
27177,1727,0
27178,2205,0
27179,1109,0
27180,363,0
27180,976,0
27180,2116,0
27180,2325,0
27181,1953,0
