,domain,entity_id,serial_id
10494,paper,597572,10494
10495,paper,597574,10495
10496,paper,597575,10496
10497,paper,601972,10497
10498,paper,601973,10498
10499,paper,601978,10499
10500,paper,601979,10500
10501,paper,601981,10501
10502,paper,601983,10502
10503,paper,601986,10503
10504,paper,602105,10504
10505,paper,602106,10505
10506,paper,602108,10506
10507,paper,602782,10507
10508,paper,602784,10508
10509,paper,602785,10509
10510,paper,602786,10510
10511,paper,602789,10511
10512,paper,602792,10512
10513,paper,602796,10513
10514,paper,602797,10514
10515,paper,602800,10515
10516,paper,602805,10516
10517,paper,602808,10517
10518,paper,602810,10518
10519,paper,602811,10519
10520,paper,602812,10520
10521,paper,602814,10521
10522,paper,602818,10522
10523,paper,602821,10523
10524,paper,602824,10524
10525,paper,602825,10525
10526,paper,602828,10526
10527,paper,602830,10527
10528,paper,602835,10528
10529,paper,602837,10529
10530,paper,602838,10530
10531,paper,602839,10531
10532,paper,602840,10532
10533,paper,602843,10533
10534,paper,602844,10534
10535,paper,602845,10535
10536,paper,602847,10536
10537,paper,602850,10537
10538,paper,602852,10538
10539,paper,602853,10539
10540,paper,602856,10540
10541,paper,602857,10541
10542,paper,602858,10542
10543,paper,602859,10543
10544,paper,602860,10544
10545,paper,602862,10545
10546,paper,602863,10546
10547,paper,602866,10547
10548,paper,602867,10548
10549,paper,602870,10549
10550,paper,602871,10550
10551,paper,602873,10551
10552,paper,602874,10552
10553,paper,602875,10553
10554,paper,602878,10554
10555,paper,602879,10555
10556,paper,602880,10556
10557,paper,602882,10557
10558,paper,602884,10558
10559,paper,602885,10559
10560,paper,602886,10560
10561,paper,602887,10561
10562,paper,602891,10562
10563,paper,602892,10563
10564,paper,602895,10564
10565,paper,602896,10565
10566,paper,602897,10566
10567,paper,602901,10567
10568,paper,602902,10568
10569,paper,602903,10569
10570,paper,602904,10570
10571,paper,602905,10571
10572,paper,602911,10572
10573,paper,602912,10573
10574,paper,602916,10574
10575,paper,602917,10575
10576,paper,602919,10576
10577,paper,602920,10577
10578,paper,602931,10578
10579,paper,602932,10579
10580,paper,602937,10580
10581,paper,602939,10581
10582,paper,602941,10582
10583,paper,602946,10583
10584,paper,602947,10584
10585,paper,602948,10585
10586,paper,602950,10586
10587,paper,602951,10587
10588,paper,602952,10588
10589,paper,602953,10589
10590,paper,602954,10590
10591,paper,602956,10591
10592,paper,602958,10592
10593,paper,602961,10593
10594,paper,602962,10594
10595,paper,602964,10595
10596,paper,602967,10596
10597,paper,602971,10597
10598,paper,602972,10598
10599,paper,602974,10599
10600,paper,602976,10600
10601,paper,602978,10601
10602,paper,602979,10602
10603,paper,602980,10603
10604,paper,602982,10604
10605,paper,602983,10605
10606,paper,602984,10606
10607,paper,602988,10607
10608,paper,602989,10608
10609,paper,602990,10609
10610,paper,602991,10610
10611,paper,602997,10611
10612,paper,603009,10612
10613,paper,603016,10613
10614,paper,603018,10614
10615,paper,603019,10615
10616,paper,603020,10616
10617,paper,603022,10617
10618,paper,603023,10618
10619,paper,603026,10619
10620,paper,603027,10620
10621,paper,603632,10621
10622,paper,603974,10622
10623,paper,603975,10623
10624,paper,607257,10624
10625,paper,609279,10625
10626,paper,609280,10626
10627,paper,609287,10627
10628,paper,609288,10628
10629,paper,609289,10629
10630,paper,609290,10630
10631,paper,609291,10631
10632,paper,609293,10632
10633,paper,609296,10633
10634,paper,609299,10634
10635,paper,609300,10635
10636,paper,609301,10636
10637,paper,609302,10637
10638,paper,609303,10638
10639,paper,609304,10639
10640,paper,609308,10640
10641,paper,609310,10641
10642,paper,609311,10642
10643,paper,609314,10643
10644,paper,609315,10644
10645,paper,609316,10645
10646,paper,609317,10646
10647,paper,609318,10647
10648,paper,609319,10648
10649,paper,609320,10649
10650,paper,609323,10650
10651,paper,609324,10651
10652,paper,609328,10652
10653,paper,609330,10653
10654,paper,609331,10654
10655,paper,609333,10655
10656,paper,609334,10656
10657,paper,609335,10657
10658,paper,609336,10658
10659,paper,609337,10659
10660,paper,609339,10660
10661,paper,609343,10661
10662,paper,609347,10662
10663,paper,609349,10663
10664,paper,609350,10664
10665,paper,609351,10665
10666,paper,609352,10666
10667,paper,609359,10667
10668,paper,609362,10668
10669,paper,609363,10669
10670,paper,609364,10670
10671,paper,609365,10671
10672,paper,609368,10672
10673,paper,609369,10673
10674,paper,609370,10674
10675,paper,609371,10675
10676,paper,609375,10676
10677,paper,609380,10677
10678,paper,609383,10678
10679,paper,609387,10679
10680,paper,609388,10680
10681,paper,609390,10681
10682,paper,609392,10682
10683,paper,609393,10683
10684,paper,609395,10684
10685,paper,609399,10685
10686,paper,609401,10686
10687,paper,609403,10687
10688,paper,609404,10688
10689,paper,609406,10689
10690,paper,609407,10690
10691,paper,609410,10691
10692,paper,609411,10692
10693,paper,609412,10693
10694,paper,609415,10694
10695,paper,609416,10695
10696,paper,609420,10696
10697,paper,609421,10697
10698,paper,609422,10698
10699,paper,609424,10699
10700,paper,609426,10700
10701,paper,609427,10701
10702,paper,609429,10702
10703,paper,609434,10703
10704,paper,609435,10704
10705,paper,609437,10705
10706,paper,609438,10706
10707,paper,609440,10707
10708,paper,609442,10708
10709,paper,609443,10709
10710,paper,609444,10710
10711,paper,609446,10711
10712,paper,609447,10712
10713,paper,609451,10713
10714,paper,609454,10714
10715,paper,609456,10715
10716,paper,609460,10716
10717,paper,609462,10717
10718,paper,609463,10718
10719,paper,609467,10719
10720,paper,609468,10720
10721,paper,609469,10721
10722,paper,609471,10722
10723,paper,609472,10723
10724,paper,609473,10724
10725,paper,609476,10725
10726,paper,609477,10726
10727,paper,609478,10727
10728,paper,609480,10728
10729,paper,609481,10729
10730,paper,609482,10730
10731,paper,609483,10731
10732,paper,609486,10732
10733,paper,609487,10733
10734,paper,609488,10734
10735,paper,609490,10735
10736,paper,609493,10736
10737,paper,609494,10737
10738,paper,609496,10738
10739,paper,609497,10739
10740,paper,609499,10740
10741,paper,609500,10741
10742,paper,609501,10742
10743,paper,609502,10743
10744,paper,609503,10744
10745,paper,609504,10745
10746,paper,609505,10746
10747,paper,609506,10747
10748,paper,609507,10748
10749,paper,609508,10749
10750,paper,609509,10750
10751,paper,609511,10751
10752,paper,609512,10752
10753,paper,609513,10753
10754,paper,609518,10754
10755,paper,609519,10755
10756,paper,609521,10756
10757,paper,609522,10757
10758,paper,610824,10758
10759,paper,611045,10759
10760,paper,611050,10760
10761,paper,614234,10761
10762,paper,614712,10762
10763,paper,615127,10763
10764,paper,615141,10764
10765,paper,615142,10765
10766,paper,615143,10766
10767,paper,615144,10767
10768,paper,615145,10768
10769,paper,615146,10769
10770,paper,615147,10770
10771,paper,615148,10771
10772,paper,615150,10772
10773,paper,615152,10773
10774,paper,615153,10774
10775,paper,615154,10775
10776,paper,615567,10776
10777,paper,615575,10777
10778,paper,622014,10778
10779,paper,628190,10779
10780,paper,628195,10780
10781,paper,628199,10781
10782,paper,628204,10782
10783,paper,628209,10783
10784,paper,628210,10784
10785,paper,628211,10785
10786,paper,628216,10786
10787,paper,628219,10787
10788,paper,628223,10788
10789,paper,628226,10789
10790,paper,628228,10790
10791,paper,628230,10791
10792,paper,628232,10792
10793,paper,628236,10793
10794,paper,628241,10794
10795,paper,628242,10795
10796,paper,628244,10796
10797,paper,628245,10797
10798,paper,628247,10798
10799,paper,628254,10799
10800,paper,628255,10800
10801,paper,628257,10801
10802,paper,628258,10802
10803,paper,628259,10803
10804,paper,628263,10804
10805,paper,628269,10805
10806,paper,628270,10806
10807,paper,628272,10807
10808,paper,628273,10808
10809,paper,628274,10809
10810,paper,628277,10810
10811,paper,628281,10811
10812,paper,628284,10812
10813,paper,628288,10813
10814,paper,628290,10814
10815,paper,628293,10815
10816,paper,628294,10816
10817,paper,628296,10817
10818,paper,628298,10818
10819,paper,628299,10819
10820,paper,628302,10820
10821,paper,628303,10821
10822,paper,628306,10822
10823,paper,628309,10823
10824,paper,628312,10824
10825,paper,628317,10825
10826,paper,628320,10826
10827,paper,628326,10827
10828,paper,628331,10828
10829,paper,628333,10829
10830,paper,628334,10830
10831,paper,628348,10831
10832,paper,628355,10832
10833,paper,628358,10833
10834,paper,628359,10834
10835,paper,628364,10835
10836,paper,628367,10836
10837,paper,628370,10837
10838,paper,628381,10838
10839,paper,628387,10839
10840,paper,628388,10840
10841,paper,628391,10841
10842,paper,628392,10842
10843,paper,628396,10843
10844,paper,628398,10844
10845,paper,628399,10845
10846,paper,628400,10846
10847,paper,628402,10847
10848,paper,628403,10848
10849,paper,628404,10849
10850,paper,628405,10850
10851,paper,628409,10851
10852,paper,628410,10852
10853,paper,628413,10853
10854,paper,628414,10854
10855,paper,628415,10855
10856,paper,628417,10856
10857,paper,628418,10857
10858,paper,628422,10858
10859,paper,628423,10859
10860,paper,628424,10860
10861,paper,628428,10861
10862,paper,628429,10862
10863,paper,637719,10863
10864,paper,637725,10864
10865,paper,637726,10865
10866,paper,637728,10866
10867,paper,637729,10867
10868,paper,637730,10868
10869,paper,637731,10869
10870,paper,637733,10870
10871,paper,637738,10871
10872,paper,637739,10872
10873,paper,637740,10873
10874,paper,637743,10874
10875,paper,637745,10875
10876,paper,637747,10876
10877,paper,637748,10877
10878,paper,637753,10878
10879,paper,637755,10879
10880,paper,637764,10880
10881,paper,637769,10881
10882,paper,637770,10882
10883,paper,637775,10883
10884,paper,642825,10884
10885,paper,642827,10885
10886,paper,645678,10886
10887,paper,645681,10887
10888,paper,645682,10888
10889,paper,645683,10889
10890,paper,645684,10890
10891,paper,645685,10891
10892,paper,645686,10892
10893,paper,645690,10893
10894,paper,645691,10894
10895,paper,645692,10895
10896,paper,645694,10896
10897,paper,645695,10897
10898,paper,645708,10898
10899,paper,645709,10899
10900,paper,645711,10900
10901,paper,645714,10901
10902,paper,645722,10902
10903,paper,645723,10903
10904,paper,645725,10904
10905,paper,645728,10905
10906,paper,645730,10906
10907,paper,645731,10907
10908,paper,645734,10908
10909,paper,645736,10909
10910,paper,645737,10910
10911,paper,645738,10911
10912,paper,645740,10912
10913,paper,645741,10913
10914,paper,645743,10914
10915,paper,645745,10915
10916,paper,645748,10916
10917,paper,645751,10917
10918,paper,645753,10918
10919,paper,645754,10919
10920,paper,645755,10920
10921,paper,645756,10921
10922,paper,645757,10922
10923,paper,645758,10923
10924,paper,645760,10924
10925,paper,645765,10925
10926,paper,645766,10926
10927,paper,645767,10927
10928,paper,645768,10928
10929,paper,645769,10929
10930,paper,645770,10930
10931,paper,645771,10931
10932,paper,645772,10932
10933,paper,645774,10933
10934,paper,645775,10934
10935,paper,645777,10935
10936,paper,645778,10936
10937,paper,645779,10937
10938,paper,645780,10938
10939,paper,645783,10939
10940,paper,645784,10940
10941,paper,645787,10941
10942,paper,648210,10942
10943,paper,648212,10943
10944,paper,648237,10944
10945,paper,648511,10945
10946,paper,648896,10946
10947,paper,648898,10947
10948,paper,648899,10948
10949,paper,648903,10949
10950,paper,649387,10950
10951,paper,649421,10951
10952,paper,649425,10952
10953,paper,649439,10953
10954,paper,649445,10954
10955,paper,649446,10955
10956,paper,649450,10956
10957,paper,649452,10957
10958,paper,649469,10958
10959,paper,649473,10959
10960,paper,649476,10960
10961,paper,649492,10961
10962,paper,649498,10962
10963,paper,649740,10963
10964,paper,649757,10964
10965,paper,649759,10965
10966,paper,649763,10966
10967,paper,649780,10967
10968,paper,649784,10968
10969,paper,649788,10969
10970,paper,649792,10970
10971,paper,649793,10971
10972,paper,649816,10972
10973,paper,649818,10973
10974,paper,651132,10974
10975,paper,651141,10975
10976,paper,651142,10976
10977,paper,651143,10977
10978,paper,651147,10978
10979,paper,651150,10979
10980,paper,651151,10980
10981,paper,651153,10981
10982,paper,651156,10982
10983,paper,651159,10983
10984,paper,651161,10984
10985,paper,651162,10985
10986,paper,652273,10986
10987,paper,652275,10987
10988,paper,652277,10988
10989,paper,652278,10989
10990,paper,652280,10990
10991,paper,652281,10991
10992,paper,652282,10992
10993,paper,652283,10993
10994,paper,658006,10994
10995,paper,658027,10995
10996,paper,658035,10996
10997,paper,658039,10997
10998,paper,660873,10998
10999,paper,660876,10999
11000,paper,660877,11000
11001,paper,660881,11001
11002,paper,660882,11002
11003,paper,660884,11003
11004,paper,660888,11004
11005,paper,660889,11005
11006,paper,660893,11006
11007,paper,660901,11007
11008,paper,660903,11008
11009,paper,660904,11009
11010,paper,660909,11010
11011,paper,660914,11011
11012,paper,660915,11012
11013,paper,660917,11013
11014,paper,660929,11014
11015,paper,660931,11015
11016,paper,660934,11016
11017,paper,660935,11017
11018,paper,660936,11018
11019,paper,660941,11019
11020,paper,660948,11020
11021,paper,660950,11021
11022,paper,660951,11022
11023,paper,660956,11023
11024,paper,660957,11024
11025,paper,660958,11025
11026,paper,660960,11026
11027,paper,660961,11027
11028,paper,660993,11028
11029,paper,661013,11029
11030,paper,661016,11030
11031,paper,661020,11031
11032,paper,661021,11032
11033,paper,661034,11033
11034,paper,661036,11034
11035,paper,661039,11035
11036,paper,661058,11036
11037,paper,661062,11037
11038,paper,661063,11038
11039,paper,661079,11039
11040,paper,661083,11040
11041,paper,661084,11041
11042,paper,661088,11042
11043,paper,661089,11043
11044,paper,661095,11044
11045,paper,661097,11045
11046,paper,661099,11046
11047,paper,661103,11047
11048,paper,661105,11048
11049,paper,661112,11049
11050,paper,661113,11050
11051,paper,661115,11051
11052,paper,662853,11052
11053,paper,662864,11053
11054,paper,662865,11054
11055,paper,663130,11055
11056,paper,663162,11056
11057,paper,663168,11057
11058,paper,663174,11058
11059,paper,663180,11059
11060,paper,663198,11060
11061,paper,663240,11061
11062,paper,663241,11062
11063,paper,663246,11063
11064,paper,663249,11064
11065,paper,663280,11065
11066,paper,663328,11066
11067,paper,663330,11067
11068,paper,663347,11068
11069,paper,666737,11069
11070,paper,666741,11070
11071,paper,666744,11071
11072,paper,666745,11072
11073,paper,666747,11073
11074,paper,666750,11074
11075,paper,666751,11075
11076,paper,666752,11076
11077,paper,666755,11077
11078,paper,666756,11078
11079,paper,666757,11079
11080,paper,666758,11080
11081,paper,666761,11081
11082,paper,666767,11082
11083,paper,666768,11083
11084,paper,666770,11084
11085,paper,666771,11085
11086,paper,666772,11086
11087,paper,666774,11087
11088,paper,666775,11088
11089,paper,666777,11089
11090,paper,666780,11090
11091,paper,666782,11091
11092,paper,666784,11092
11093,paper,666786,11093
11094,paper,666789,11094
11095,paper,666790,11095
11096,paper,666792,11096
11097,paper,666793,11097
11098,paper,666794,11098
11099,paper,666795,11099
11100,paper,666798,11100
11101,paper,666799,11101
11102,paper,666801,11102
11103,paper,666802,11103
11104,paper,666803,11104
11105,paper,666813,11105
11106,paper,666816,11106
11107,paper,666817,11107
11108,paper,666818,11108
11109,paper,666820,11109
11110,paper,666823,11110
11111,paper,666824,11111
11112,paper,666827,11112
11113,paper,666829,11113
11114,paper,666830,11114
11115,paper,666870,11115
11116,paper,666871,11116
11117,paper,666891,11117
11118,paper,666892,11118
11119,paper,666893,11119
11120,paper,666894,11120
11121,paper,666896,11121
11122,paper,666898,11122
11123,paper,666900,11123
11124,paper,666901,11124
11125,paper,666902,11125
11126,paper,666907,11126
11127,paper,666912,11127
11128,paper,666913,11128
11129,paper,666914,11129
11130,paper,666915,11130
11131,paper,666916,11131
11132,paper,666919,11132
11133,paper,666920,11133
11134,paper,666921,11134
11135,paper,666923,11135
11136,paper,666924,11136
11137,paper,666929,11137
11138,paper,666930,11138
11139,paper,666933,11139
11140,paper,666936,11140
11141,paper,666938,11141
11142,paper,666939,11142
11143,paper,666942,11143
11144,paper,666961,11144
11145,paper,667002,11145
11146,paper,667006,11146
11147,paper,667008,11147
11148,paper,667069,11148
11149,paper,668890,11149
11150,paper,669334,11150
11151,paper,674633,11151
11152,paper,674645,11152
11153,paper,674728,11153
11154,paper,674734,11154
11155,paper,674740,11155
11156,paper,674752,11156
11157,paper,674758,11157
11158,paper,674770,11158
11159,paper,674776,11159
11160,paper,674808,11160
11161,paper,676649,11161
11162,paper,676745,11162
11163,paper,676763,11163
11164,paper,676765,11164
11165,paper,676778,11165
11166,paper,676828,11166
11167,paper,676841,11167
11168,paper,676861,11168
11169,paper,676872,11169
11170,paper,677476,11170
11171,paper,677524,11171
11172,paper,677568,11172
11173,paper,677582,11173
11174,paper,677584,11174
11175,paper,678308,11175
11176,paper,678378,11176
11177,paper,678972,11177
11178,paper,678975,11178
11179,paper,678977,11179
11180,paper,678978,11180
11181,paper,678980,11181
11182,paper,678981,11182
11183,paper,678982,11183
11184,paper,678984,11184
11185,paper,678985,11185
11186,paper,678986,11186
11187,paper,678987,11187
11188,paper,678989,11188
11189,paper,678990,11189
11190,paper,678991,11190
11191,paper,678993,11191
11192,paper,678994,11192
11193,paper,678995,11193
11194,paper,678996,11194
11195,paper,678997,11195
11196,paper,679004,11196
11197,paper,679007,11197
11198,paper,679008,11198
11199,paper,679009,11199
11200,paper,679011,11200
11201,paper,679012,11201
11202,paper,679013,11202
11203,paper,679015,11203
11204,paper,679016,11204
11205,paper,679018,11205
11206,paper,679019,11206
11207,paper,679020,11207
11208,paper,679021,11208
11209,paper,679022,11209
11210,paper,679023,11210
11211,paper,679030,11211
11212,paper,679031,11212
11213,paper,679032,11213
11214,paper,679034,11214
11215,paper,679035,11215
11216,paper,679036,11216
11217,paper,679037,11217
11218,paper,679040,11218
11219,paper,679042,11219
11220,paper,679043,11220
11221,paper,679044,11221
11222,paper,679046,11222
11223,paper,679048,11223
11224,paper,679049,11224
11225,paper,679051,11225
11226,paper,679052,11226
11227,paper,679053,11227
11228,paper,679054,11228
11229,paper,679056,11229
11230,paper,679057,11230
11231,paper,679058,11231
11232,paper,679059,11232
11233,paper,679064,11233
11234,paper,679531,11234
11235,paper,679534,11235
11236,paper,679535,11236
11237,paper,679537,11237
11238,paper,679540,11238
11239,paper,679545,11239
11240,paper,679547,11240
11241,paper,679551,11241
11242,paper,679554,11242
11243,paper,679555,11243
11244,paper,679563,11244
11245,paper,679567,11245
11246,paper,679573,11246
11247,paper,679574,11247
11248,paper,679575,11248
11249,paper,679577,11249
11250,paper,679580,11250
11251,paper,679581,11251
11252,paper,679583,11252
11253,paper,679590,11253
11254,paper,679591,11254
11255,paper,679592,11255
11256,paper,679593,11256
11257,paper,679596,11257
11258,paper,679599,11258
11259,paper,679602,11259
11260,paper,679604,11260
11261,paper,679605,11261
11262,paper,679607,11262
11263,paper,679614,11263
11264,paper,679615,11264
11265,paper,679621,11265
11266,paper,679622,11266
11267,paper,679623,11267
11268,paper,679628,11268
11269,paper,679638,11269
11270,paper,681687,11270
11271,paper,682229,11271
11272,paper,689172,11272
11273,paper,690248,11273
11274,paper,690249,11274
11275,paper,694508,11275
11276,paper,694514,11276
11277,paper,694522,11277
11278,paper,694528,11278
11279,paper,694583,11279
11280,paper,694593,11280
11281,paper,706115,11281
11282,paper,707602,11282
11283,paper,707604,11283
11284,paper,707605,11284
11285,paper,707606,11285
11286,paper,707608,11286
11287,paper,707610,11287
11288,paper,707611,11288
11289,paper,707612,11289
11290,paper,707613,11290
11291,paper,707614,11291
11292,paper,707615,11292
11293,paper,707616,11293
11294,paper,707617,11294
11295,paper,707618,11295
11296,paper,707619,11296
11297,paper,707621,11297
11298,paper,707622,11298
11299,paper,707623,11299
11300,paper,707625,11300
11301,paper,707626,11301
11302,paper,707627,11302
11303,paper,707628,11303
11304,paper,707629,11304
11305,paper,707630,11305
11306,paper,707631,11306
11307,paper,707632,11307
11308,paper,707634,11308
11309,paper,707635,11309
11310,paper,707636,11310
11311,paper,707637,11311
11312,paper,707638,11312
11313,paper,707639,11313
11314,paper,707640,11314
11315,paper,707641,11315
11316,paper,707642,11316
11317,paper,707646,11317
11318,paper,707647,11318
11319,paper,707648,11319
11320,paper,707649,11320
11321,paper,707650,11321
11322,paper,707651,11322
11323,paper,707652,11323
11324,paper,707653,11324
11325,paper,707654,11325
11326,paper,707655,11326
11327,paper,707656,11327
11328,paper,707657,11328
11329,paper,707658,11329
11330,paper,707659,11330
11331,paper,707660,11331
11332,paper,707661,11332
11333,paper,707662,11333
11334,paper,707663,11334
11335,paper,707665,11335
11336,paper,707666,11336
11337,paper,707667,11337
11338,paper,707668,11338
11339,paper,707669,11339
11340,paper,707670,11340
11341,paper,707672,11341
11342,paper,707673,11342
11343,paper,707674,11343
11344,paper,707676,11344
11345,paper,707678,11345
11346,paper,707679,11346
11347,paper,707681,11347
11348,paper,707684,11348
11349,paper,707685,11349
11350,paper,707687,11350
11351,paper,707688,11351
11352,paper,707690,11352
11353,paper,707691,11353
11354,paper,707692,11354
11355,paper,707693,11355
11356,paper,707694,11356
11357,paper,707695,11357
11358,paper,707696,11358
11359,paper,707697,11359
11360,paper,707698,11360
11361,paper,707699,11361
11362,paper,707700,11362
11363,paper,707701,11363
11364,paper,707702,11364
11365,paper,707703,11365
11366,paper,707704,11366
11367,paper,707707,11367
11368,paper,707708,11368
11369,paper,707709,11369
11370,paper,707710,11370
11371,paper,707711,11371
11372,paper,707712,11372
11373,paper,707713,11373
11374,paper,707714,11374
11375,paper,707715,11375
11376,paper,707716,11376
11377,paper,707717,11377
11378,paper,707718,11378
11379,paper,707719,11379
11380,paper,707720,11380
11381,paper,707721,11381
11382,paper,707722,11382
11383,paper,707723,11383
11384,paper,707724,11384
11385,paper,707725,11385
11386,paper,707727,11386
11387,paper,707728,11387
11388,paper,707729,11388
11389,paper,707734,11389
11390,paper,707735,11390
11391,paper,707738,11391
11392,paper,707739,11392
11393,paper,707741,11393
11394,paper,707742,11394
11395,paper,707744,11395
11396,paper,707745,11396
11397,paper,707746,11397
11398,paper,707747,11398
11399,paper,707749,11399
11400,paper,707751,11400
11401,paper,707752,11401
11402,paper,707753,11402
11403,paper,707755,11403
11404,paper,707756,11404
11405,paper,707757,11405
11406,paper,707758,11406
11407,paper,707759,11407
11408,paper,707760,11408
11409,paper,707762,11409
11410,paper,707763,11410
11411,paper,707764,11411
11412,paper,707768,11412
11413,paper,707769,11413
11414,paper,707770,11414
11415,paper,707771,11415
11416,paper,707774,11416
11417,paper,707775,11417
11418,paper,707777,11418
11419,paper,707778,11419
11420,paper,707779,11420
11421,paper,707780,11421
11422,paper,707781,11422
11423,paper,707784,11423
11424,paper,707785,11424
11425,paper,707786,11425
11426,paper,707787,11426
11427,paper,707788,11427
11428,paper,707791,11428
11429,paper,707793,11429
11430,paper,707794,11430
11431,paper,707795,11431
11432,paper,707798,11432
11433,paper,707800,11433
11434,paper,707802,11434
11435,paper,707803,11435
11436,paper,707804,11436
11437,paper,707805,11437
11438,paper,707807,11438
11439,paper,707809,11439
11440,paper,707811,11440
11441,paper,707812,11441
11442,paper,707813,11442
11443,paper,707814,11443
11444,paper,707816,11444
11445,paper,707817,11445
11446,paper,707819,11446
11447,paper,707821,11447
11448,paper,707824,11448
11449,paper,707825,11449
11450,paper,707826,11450
11451,paper,707828,11451
11452,paper,707829,11452
11453,paper,707830,11453
11454,paper,707831,11454
11455,paper,707833,11455
11456,paper,707834,11456
11457,paper,707835,11457
11458,paper,707836,11458
11459,paper,707837,11459
11460,paper,707838,11460
11461,paper,708597,11461
11462,paper,708609,11462
11463,paper,708613,11463
11464,paper,708617,11464
11465,paper,708623,11465
11466,paper,708638,11466
11467,paper,708659,11467
11468,paper,708664,11468
11469,paper,708679,11469
11470,paper,708691,11470
11471,paper,708920,11471
11472,paper,708932,11472
11473,paper,708952,11473
11474,paper,708958,11474
11475,paper,708972,11475
11476,paper,708975,11476
11477,paper,708977,11477
11478,paper,708990,11478
11479,paper,708999,11479
11480,paper,709001,11480
11481,paper,709002,11481
11482,paper,709008,11482
11483,paper,712187,11483
11484,paper,712191,11484
11485,paper,712193,11485
11486,paper,712196,11486
11487,paper,712197,11487
11488,paper,712199,11488
11489,paper,712200,11489
11490,paper,714106,11490
11491,paper,714138,11491
11492,paper,714871,11492
11493,paper,714896,11493
11494,paper,717679,11494
11495,paper,717687,11495
11496,paper,719626,11496
11497,paper,719628,11497
11498,paper,719631,11498
11499,paper,719634,11499
11500,paper,719635,11500
11501,paper,719637,11501
11502,paper,719638,11502
11503,paper,719640,11503
11504,paper,719641,11504
11505,paper,719642,11505
11506,paper,719644,11506
11507,paper,719646,11507
11508,paper,719648,11508
11509,paper,719649,11509
11510,paper,719650,11510
11511,paper,719651,11511
11512,paper,719654,11512
11513,paper,719655,11513
11514,paper,719657,11514
11515,paper,719659,11515
11516,paper,719660,11516
11517,paper,719661,11517
11518,paper,719663,11518
11519,paper,719664,11519
11520,paper,719667,11520
11521,paper,719668,11521
11522,paper,719669,11522
11523,paper,719671,11523
11524,paper,719675,11524
11525,paper,719676,11525
11526,paper,719677,11526
11527,paper,719682,11527
11528,paper,719683,11528
11529,paper,719687,11529
11530,paper,719688,11530
11531,paper,719689,11531
11532,paper,719691,11532
11533,paper,719695,11533
11534,paper,719696,11534
11535,paper,719697,11535
11536,paper,719698,11536
11537,paper,719699,11537
11538,paper,719701,11538
11539,paper,719702,11539
11540,paper,719705,11540
11541,paper,719706,11541
11542,paper,719708,11542
11543,paper,719710,11543
11544,paper,719711,11544
11545,paper,719712,11545
11546,paper,719719,11546
11547,paper,719720,11547
11548,paper,719721,11548
11549,paper,719722,11549
11550,paper,719724,11550
11551,paper,719725,11551
11552,paper,719727,11552
11553,paper,719728,11553
11554,paper,719729,11554
11555,paper,719730,11555
11556,paper,719732,11556
11557,paper,719733,11557
11558,paper,719734,11558
11559,paper,719735,11559
11560,paper,719741,11560
11561,paper,719745,11561
11562,paper,719750,11562
11563,paper,719751,11563
11564,paper,719752,11564
11565,paper,719753,11565
11566,paper,719756,11566
11567,paper,719757,11567
11568,paper,719758,11568
11569,paper,719760,11569
11570,paper,719761,11570
11571,paper,719762,11571
11572,paper,719764,11572
11573,paper,719766,11573
11574,paper,719768,11574
11575,paper,719769,11575
11576,paper,719773,11576
11577,paper,719775,11577
11578,paper,719776,11578
11579,paper,719780,11579
11580,paper,719784,11580
11581,paper,719785,11581
11582,paper,719788,11582
11583,paper,719789,11583
11584,paper,719790,11584
11585,paper,719791,11585
11586,paper,719792,11586
11587,paper,719793,11587
11588,paper,719794,11588
11589,paper,719795,11589
11590,paper,719798,11590
11591,paper,719799,11591
11592,paper,719803,11592
11593,paper,719804,11593
11594,paper,719808,11594
11595,paper,719809,11595
11596,paper,719812,11596
11597,paper,719815,11597
11598,paper,719816,11598
11599,paper,719817,11599
11600,paper,719822,11600
11601,paper,719824,11601
11602,paper,719825,11602
11603,paper,719826,11603
11604,paper,719830,11604
11605,paper,719832,11605
11606,paper,719833,11606
11607,paper,719834,11607
11608,paper,719835,11608
11609,paper,719837,11609
11610,paper,719838,11610
11611,paper,719839,11611
11612,paper,719840,11612
11613,paper,719843,11613
11614,paper,719846,11614
11615,paper,719847,11615
11616,paper,719851,11616
11617,paper,719853,11617
11618,paper,719854,11618
11619,paper,719857,11619
11620,paper,719858,11620
11621,paper,719859,11621
11622,paper,719862,11622
11623,paper,719865,11623
11624,paper,720262,11624
11625,paper,720708,11625
11626,paper,724978,11626
11627,paper,724979,11627
11628,paper,725040,11628
11629,paper,725041,11629
11630,paper,725043,11630
11631,paper,725044,11631
11632,paper,725046,11632
11633,paper,725052,11633
11634,paper,725054,11634
11635,paper,725057,11635
11636,paper,725058,11636
11637,paper,725060,11637
11638,paper,725061,11638
11639,paper,725069,11639
11640,paper,725070,11640
11641,paper,725072,11641
11642,paper,725073,11642
11643,paper,725077,11643
11644,paper,725082,11644
11645,paper,725083,11645
11646,paper,725084,11646
11647,paper,725085,11647
11648,paper,725086,11648
11649,paper,725087,11649
11650,paper,725089,11650
11651,paper,725090,11651
11652,paper,725092,11652
11653,paper,725094,11653
11654,paper,725095,11654
11655,paper,725099,11655
11656,paper,730440,11656
11657,paper,732432,11657
11658,paper,732434,11658
